match_id,innings,over_num,opponent,runs_so_far,wickets_so_far,current_run_rate,since_last_wicket_runs,runs_in_over,wickets_in_over,collapse,runs_last_5_overs_over
64831,1,1,Australia,1,0,0.0,0,5,0,0,5
64831,1,2,Australia,7,0,2.727272727,5,4,0,0,9
64831,1,3,Australia,11,0,2.823529412,8,4,0,0,13
64831,1,4,Australia,15,0,2.454545455,9,3,0,0,16
64831,1,5,Australia,16,0,1.8,9,0,0,0,16
64831,1,6,Australia,17,0,1.666666667,10,1,0,0,12
64831,1,7,Australia,20,0,1.756097561,12,3,0,0,11
64831,1,8,Australia,22,0,1.75,14,2,0,0,9
64831,1,9,Australia,24,0,1.777777778,16,2,0,0,8
64831,1,10,Australia,24,0,1.6,16,0,0,0,8
64831,1,11,Australia,24,0,1.454545455,16,0,0,0,7
64831,1,12,Australia,30,0,1.774647887,21,6,0,0,10
64831,1,13,Australia,31,0,1.636363636,21,2,0,0,10
64831,1,14,Australia,37,0,1.807228916,25,5,1,0,13
64831,1,15,Australia,43,1,2.02247191,5,7,0,0,20
64831,1,16,Australia,46,1,2.0625,8,2,0,0,22
64831,1,17,Australia,47,2,2.0,1,1,1,0,17
64831,1,18,Australia,50,2,2.055555556,4,3,0,0,18
64831,1,19,Australia,51,2,1.96460177,4,1,0,0,14
64831,1,20,Australia,52,3,1.9,0,1,1,1,8
64831,1,21,Australia,57,3,2.047619048,5,5,0,1,11
64831,1,22,Australia,60,3,2.090909091,8,3,0,1,13
64831,1,23,Australia,64,3,2.173913043,12,4,0,1,14
64831,1,24,Australia,68,3,2.25,16,4,0,1,17
64831,1,25,Australia,74,3,2.351351351,20,8,0,1,24
64831,1,26,Australia,77,3,2.346153846,23,1,0,1,20
64831,1,27,Australia,78,3,2.296296296,24,1,0,1,18
64831,1,28,Australia,82,3,2.357142857,28,4,0,1,18
64831,1,29,Australia,84,3,2.344827586,30,2,0,1,16
64831,1,30,Australia,85,4,2.3,1,1,1,1,9
64831,1,31,Australia,86,4,2.258064516,2,1,0,1,9
64831,1,32,Australia,91,5,2.34375,5,5,1,1,13
64831,1,33,Australia,97,5,2.454545455,11,6,0,1,15
64831,1,34,Australia,101,5,2.5,15,4,0,1,17
64831,1,35,Australia,105,6,2.542857143,4,4,1,1,20
64831,1,36,Australia,109,6,2.56744186,7,5,0,1,24
64831,1,37,Australia,115,6,2.648648649,13,5,0,1,24
64831,1,38,Australia,119,6,2.684210526,17,4,0,1,22
64831,1,39,Australia,121,7,2.666666667,0,2,1,1,20
64831,1,40,Australia,127,7,2.75,6,6,0,1,22
64831,1,41,Australia,133,7,2.829268293,12,6,0,1,23
64831,1,42,Australia,136,8,2.833333333,3,3,1,1,21
64831,1,43,Australia,143,8,2.930232558,10,7,0,1,24
64831,1,44,Australia,145,9,2.897338403,0,3,1,1,25
64831,1,45,Australia,147,9,2.866666667,2,1,0,1,20
64831,1,46,Australia,147,10,2.856088561,0,0,1,1,14
64837,2,1,Pakistan,1,0,0.0,0,6,0,0,6
64837,2,2,Pakistan,6,0,2.0,4,0,0,0,6
64837,2,3,Pakistan,12,0,3.0,8,6,0,0,12
64837,2,4,Pakistan,18,0,3.5,14,6,0,0,18
64837,2,5,Pakistan,27,0,4.6,23,9,0,0,27
64837,2,6,Pakistan,32,0,4.666666667,28,5,0,0,26
64837,2,7,Pakistan,33,0,4.142857143,29,1,0,0,27
64837,2,8,Pakistan,34,0,3.75,30,1,0,0,22
64837,2,9,Pakistan,37,0,3.666666667,33,3,0,0,19
64837,2,10,Pakistan,43,0,3.86440678,38,6,1,0,16
64837,2,11,Pakistan,44,1,3.545454545,1,1,0,0,12
64837,2,12,Pakistan,49,1,3.666666667,6,5,0,0,16
64837,2,13,Pakistan,52,1,3.615384615,9,3,0,0,18
64837,2,14,Pakistan,55,1,3.571428571,12,3,0,0,18
64837,2,15,Pakistan,57,1,3.438202247,13,2,0,0,14
64837,2,16,Pakistan,59,1,3.284210526,14,3,0,0,16
64837,2,17,Pakistan,62,1,3.235294118,17,2,0,0,13
64837,2,18,Pakistan,67,1,3.252336449,20,6,0,0,16
64837,2,19,Pakistan,72,1,3.292035398,24,5,0,0,18
64837,2,20,Pakistan,80,1,3.5,32,7,0,0,23
64837,2,21,Pakistan,84,1,3.523809524,36,4,0,0,24
64837,2,22,Pakistan,91,1,3.681818182,43,7,0,0,29
64837,2,23,Pakistan,93,2,3.608695652,0,2,1,0,25
64837,2,24,Pakistan,97,2,3.625,4,4,0,0,24
64837,2,25,Pakistan,104,2,3.744966443,10,8,0,0,25
64837,2,26,Pakistan,109,2,3.769230769,15,4,0,0,25
64837,2,27,Pakistan,113,2,3.763975155,18,4,0,0,22
64837,2,28,Pakistan,115,2,3.678571429,20,2,0,0,22
64837,2,29,Pakistan,119,2,3.689655172,24,4,0,0,22
64837,2,30,Pakistan,121,2,3.620111732,25,4,0,0,18
64837,2,31,Pakistan,127,2,3.677419355,31,4,0,0,18
64837,2,32,Pakistan,132,2,3.71875,36,5,0,0,19
64837,2,33,Pakistan,138,2,3.787878788,42,6,0,0,23
64837,2,34,Pakistan,147,2,3.941176471,51,9,0,0,28
64837,2,35,Pakistan,149,2,3.885714286,53,2,0,0,26
64837,2,36,Pakistan,154,2,3.906976744,57,5,0,0,27
64837,2,37,Pakistan,159,2,3.918918919,62,5,0,0,27
64837,2,38,Pakistan,165,2,3.973684211,68,6,0,0,27
64837,2,39,Pakistan,169,2,3.974358974,72,4,0,0,22
64837,2,40,Pakistan,175,2,4.025,78,6,0,0,26
64837,2,41,Pakistan,177,2,3.975609756,80,2,0,0,23
64837,2,42,Pakistan,191,2,4.214285714,94,14,0,0,32
64837,2,43,Pakistan,202,2,4.342412451,103,11,0,0,37
64837,2,44,Pakistan,208,2,4.363636364,109,6,0,0,39
64837,2,45,Pakistan,217,2,4.460966543,117,9,0,0,42
64837,2,46,Pakistan,221,3,4.434782609,0,4,1,0,44
64837,2,47,Pakistan,226,4,4.435714286,3,6,1,0,36
64837,2,48,Pakistan,228,6,4.354166667,1,1,2,1,26
64837,2,49,Pakistan,241,6,4.530612245,14,13,0,1,33
64837,2,50,Pakistan,244,7,4.5,1,3,1,1,27
64843,1,1,England,0,0,0.0,0,0,0,0,0
64843,1,2,England,1,0,0.5,1,1,0,0,1
64843,1,3,England,5,0,1.666666667,5,4,0,0,5
64843,1,4,England,8,0,2.0,8,3,0,0,8
64843,1,5,England,8,0,1.6,8,0,0,0,8
64843,1,6,England,13,0,2.057142857,12,5,0,0,13
64843,1,7,England,16,1,2.142857143,0,3,1,0,15
64843,1,8,England,21,1,2.5,5,5,0,0,16
64843,1,9,England,27,1,2.830188679,10,6,0,0,19
64843,1,10,England,33,1,3.1,16,6,0,0,25
64843,1,11,England,37,1,3.181818182,20,4,0,0,24
64843,1,12,England,49,1,3.916666667,32,12,0,0,33
64843,1,13,England,50,1,3.692307692,33,1,0,0,29
64843,1,14,England,50,2,3.428571429,0,0,1,0,23
64843,1,15,England,62,2,4.0,12,12,0,0,29
64843,1,16,England,63,2,3.8125,13,1,0,0,26
64843,1,17,England,65,3,3.705882353,0,2,1,0,16
64843,1,18,England,65,5,3.5,0,0,2,1,15
64843,1,19,England,66,7,3.368421053,0,1,2,1,16
64843,1,20,England,66,7,3.2,0,0,0,1,4
64843,1,21,England,66,7,3.047619048,0,0,0,1,3
64843,1,22,England,66,7,2.909090909,0,0,0,1,1
64843,1,23,England,69,7,2.913043478,3,3,0,1,4
64843,1,24,England,74,7,2.979020979,7,5,0,1,8
64843,1,25,England,77,7,2.96,10,3,0,1,11
64843,1,26,England,77,7,2.846153846,10,0,0,1,11
64843,1,27,England,82,7,2.925925926,15,5,0,1,16
64843,1,28,England,82,7,2.821428571,15,0,0,1,13
64843,1,29,England,86,7,2.862068966,19,4,0,1,12
64843,1,30,England,89,7,2.849162011,21,3,0,1,12
64843,1,31,England,90,7,2.774193548,22,1,0,1,13
64843,1,32,England,91,7,2.71875,23,1,0,1,9
64843,1,33,England,93,7,2.696969697,25,2,0,1,11
64843,1,34,England,100,7,2.807881773,31,7,1,1,14
64843,1,35,England,102,8,2.758293839,2,2,0,1,13
64843,1,36,England,104,8,2.737327189,4,2,0,1,14
64843,1,37,England,107,9,2.72972973,0,7,1,1,20
64843,1,38,England,115,9,2.829694323,7,4,0,1,22
64843,1,39,England,120,9,2.858369099,10,6,0,1,21
64843,1,40,England,124,9,2.836820084,12,4,0,1,23
64843,1,41,England,130,9,2.890688259,18,5,0,1,26
64843,1,42,England,136,9,2.964426877,24,6,0,1,25
64843,1,43,England,141,9,3.011583012,29,5,0,1,26
64843,1,44,England,143,9,2.988679245,31,2,0,1,22
64843,1,45,England,143,10,2.944237918,0,0,1,1,18
64844,1,1,England,0,0,0.0,0,0,0,0,0
64844,1,2,England,1,0,0.0,0,1,0,0,1
64844,1,3,England,1,1,0.0,0,0,1,0,1
64844,1,4,England,3,1,0.5,2,2,0,0,3
64844,1,5,England,3,2,0.4,0,0,1,0,3
64844,1,6,England,4,2,0.5,1,1,0,0,4
64844,1,7,England,5,2,0.571428571,2,1,0,0,4
64844,1,8,England,6,3,0.625,1,1,1,1,5
64844,1,9,England,7,3,0.666666667,2,1,0,1,4
64844,1,10,England,8,4,0.7,1,1,1,1,5
64844,1,11,England,8,4,0.636363636,1,0,0,1,4
64844,1,12,England,12,4,0.916666667,5,4,0,1,7
64844,1,13,England,16,4,1.153846154,9,4,0,1,10
64844,1,14,England,17,4,1.084337349,9,1,0,1,10
64844,1,15,England,19,4,1.133333333,11,2,0,1,11
64844,1,16,England,21,4,1.1875,13,2,0,1,13
64844,1,17,England,21,4,1.117647059,13,0,0,1,9
64844,1,18,England,26,4,1.333333333,18,5,0,1,10
64844,1,19,England,26,4,1.263157895,18,0,0,1,9
64844,1,20,England,32,4,1.5,24,6,0,1,13
64844,1,21,England,40,4,1.80952381,32,8,0,1,19
64844,1,22,England,40,4,1.727272727,32,0,0,1,19
64844,1,23,England,46,4,1.913043478,38,6,0,1,20
64844,1,24,England,46,4,1.833333333,38,0,0,1,20
64844,1,25,England,48,4,1.84,40,2,0,1,16
64844,1,26,England,50,4,1.819354839,41,3,0,1,11
64844,1,27,England,57,4,2.0,48,6,0,1,17
64844,1,28,England,59,4,2.0,50,2,0,1,13
64844,1,29,England,60,4,1.965517241,51,1,0,1,14
64844,1,30,England,62,5,1.944134078,1,2,1,1,14
64844,1,31,England,62,5,1.870967742,1,0,0,1,11
64844,1,32,England,65,5,1.884816754,3,4,0,1,9
64844,1,33,England,69,6,1.939393939,0,3,1,1,10
64844,1,34,England,69,6,1.882352941,0,0,0,1,9
64844,1,35,England,74,6,1.971428571,5,5,0,1,12
64844,1,36,England,76,6,1.972222222,7,2,0,1,14
64844,1,37,England,77,7,1.945945946,0,1,1,1,11
64844,1,38,England,78,7,1.9030837,0,2,0,1,10
64844,1,39,England,80,7,1.897435897,2,1,0,1,11
64844,1,40,England,84,8,1.95,4,4,1,1,10
64844,1,41,England,85,8,1.910204082,4,1,0,1,9
64844,1,42,England,89,8,1.952380952,8,4,0,1,12
64844,1,43,England,90,8,1.930232558,9,1,0,1,11
64844,1,44,England,96,8,2.007604563,14,6,0,1,16
64844,1,45,England,100,8,2.044444444,18,4,0,1,16
64844,1,46,England,110,8,2.217391304,28,10,0,1,25
64844,1,47,England,115,9,2.276595745,3,5,1,1,26
64844,1,48,England,116,9,2.25,4,1,0,1,26
64844,1,49,England,121,9,2.306122449,9,5,0,1,25
64844,1,50,England,134,9,2.52,22,13,0,1,34
64845,1,1,England,2,0,2.0,2,2,0,0,2
64845,1,2,England,6,0,1.636363636,3,4,0,0,6
64845,1,3,England,6,1,1.0,0,0,1,0,6
64845,1,4,England,12,1,2.086956522,5,6,0,0,12
64845,1,5,England,12,1,1.6,5,0,0,0,12
64845,1,6,England,12,1,1.333333333,5,0,0,0,10
64845,1,7,England,14,1,1.428571429,7,2,0,0,8
64845,1,8,England,16,1,1.5,9,2,0,0,10
64845,1,9,England,21,1,1.888888889,14,5,0,0,9
64845,1,10,England,25,1,2.033898305,17,4,0,0,13
64845,1,11,England,30,1,2.272727273,22,5,0,0,18
64845,1,12,England,35,2,2.5,0,5,1,0,21
64845,1,13,England,36,2,2.384615385,1,1,0,0,20
64845,1,14,England,36,2,2.214285714,1,0,0,0,15
64845,1,15,England,41,2,2.4,6,5,0,0,16
64845,1,16,England,43,2,2.375,8,2,0,0,13
64845,1,17,England,45,2,2.352941176,10,2,0,0,10
64845,1,18,England,45,2,2.222222222,10,0,0,0,9
64845,1,19,England,50,2,2.368421053,15,5,0,0,14
64845,1,20,England,50,2,2.25,15,0,0,0,9
64845,1,21,England,52,2,2.238095238,17,2,0,0,9
64845,1,22,England,56,2,2.318181818,21,4,0,0,11
64845,1,23,England,63,2,2.52173913,28,7,0,0,18
64845,1,24,England,65,2,2.5,30,2,0,0,15
64845,1,25,England,66,2,2.44,31,1,0,0,16
64845,1,26,England,75,3,2.632258065,7,9,1,0,23
64845,1,27,England,80,4,2.703703704,5,5,1,1,24
64845,1,28,England,83,4,2.694610778,7,3,1,1,20
64845,1,29,England,89,5,2.793103448,6,6,0,1,24
64845,1,30,England,94,5,2.849162011,10,5,0,1,28
64845,1,31,England,96,5,2.806451613,12,2,0,1,21
64845,1,32,England,99,5,2.8125,15,3,0,1,19
64845,1,33,England,102,5,2.818181818,18,3,0,1,19
64845,1,34,England,103,6,2.764705882,0,1,1,1,14
64845,1,35,England,104,6,2.714285714,1,1,0,1,10
64845,1,36,England,111,6,2.833333333,8,7,0,1,15
64845,1,37,England,115,6,2.864864865,12,4,0,1,16
64845,1,38,England,118,6,2.868421053,15,3,0,1,16
64845,1,39,England,122,6,2.897435897,19,4,0,1,19
64845,1,40,England,126,6,2.925,23,4,0,1,22
64845,1,41,England,130,6,2.951219512,27,4,0,1,19
64845,1,42,England,143,7,3.083665339,4,13,1,1,28
64845,1,43,England,148,7,3.11627907,9,5,0,1,30
64845,1,44,England,152,8,3.136363636,0,4,1,1,30
64845,1,45,England,156,8,3.155555556,4,4,0,1,30
64845,1,46,England,160,8,3.173913043,8,4,0,1,30
64845,1,47,England,172,8,3.361702128,20,12,0,1,29
64845,1,48,England,178,9,3.416666667,6,6,1,1,30
64845,1,49,England,182,9,3.428571429,10,4,0,1,30
64845,1,50,England,182,10,3.416949153,0,0,1,1,26
64881,1,1,Zimbabwe,3,0,3.0,3,3,0,0,3
64881,1,2,Zimbabwe,9,0,4.363636364,8,7,0,0,10
64881,1,3,Zimbabwe,13,0,3.666666667,11,3,0,0,13
64881,1,4,Zimbabwe,19,0,4.25,17,6,0,0,19
64881,1,5,Zimbabwe,20,0,3.6,18,1,0,0,20
64881,1,6,Zimbabwe,30,0,4.666666667,28,10,0,0,27
64881,1,7,Zimbabwe,32,0,4.243902439,29,2,0,0,22
64881,1,8,Zimbabwe,34,0,3.875,31,2,0,0,21
64881,1,9,Zimbabwe,35,0,3.509433962,31,1,0,0,16
64881,1,10,Zimbabwe,41,0,3.661016949,36,7,0,0,22
64881,1,11,Zimbabwe,47,0,3.692307692,40,5,0,0,17
64881,1,12,Zimbabwe,47,0,3.333333333,40,0,0,0,15
64881,1,13,Zimbabwe,47,0,3.076923077,40,0,0,0,13
64881,1,14,Zimbabwe,53,0,3.285714286,46,6,0,0,18
64881,1,15,Zimbabwe,56,0,3.266666667,49,3,0,0,14
64881,1,16,Zimbabwe,63,0,3.5,56,7,0,0,16
64881,1,17,Zimbabwe,66,0,3.470588235,59,3,0,0,19
64881,1,18,Zimbabwe,68,0,3.388888889,61,2,0,0,21
64881,1,19,Zimbabwe,75,0,3.578947368,68,7,0,0,22
64881,1,20,Zimbabwe,78,0,3.55,71,3,0,0,22
64881,1,21,Zimbabwe,79,0,3.428571429,72,1,0,0,16
64881,1,22,Zimbabwe,85,0,3.526717557,77,6,0,0,19
64881,1,23,Zimbabwe,90,0,3.565217391,82,5,0,0,22
64881,1,24,Zimbabwe,92,0,3.5,84,2,0,0,17
64881,1,25,Zimbabwe,94,0,3.44,86,2,0,0,16
64881,1,26,Zimbabwe,96,0,3.384615385,88,2,0,0,17
64881,1,27,Zimbabwe,103,0,3.518518519,95,7,0,0,18
64881,1,28,Zimbabwe,109,2,3.607142857,4,6,2,0,19
64881,1,29,Zimbabwe,113,2,3.620689655,8,4,0,0,21
64881,1,30,Zimbabwe,116,2,3.6,11,3,0,0,22
64881,1,31,Zimbabwe,120,2,3.612903226,15,4,0,0,24
64881,1,32,Zimbabwe,123,2,3.59375,18,3,0,0,20
64881,1,33,Zimbabwe,127,2,3.606060606,22,4,0,0,18
64881,1,34,Zimbabwe,134,2,3.705882353,29,7,0,0,21
64881,1,35,Zimbabwe,140,2,3.771428571,35,6,0,0,24
64881,1,36,Zimbabwe,145,2,3.805555556,40,5,0,0,25
64881,1,37,Zimbabwe,150,2,3.837837838,45,5,0,0,27
64881,1,38,Zimbabwe,153,2,3.815789474,48,3,0,0,26
64881,1,39,Zimbabwe,155,4,3.769230769,0,2,2,0,21
64881,1,40,Zimbabwe,163,4,3.875,8,8,0,0,23
64881,1,41,Zimbabwe,165,5,3.829268293,1,2,1,1,20
64881,1,42,Zimbabwe,167,6,3.785714286,0,2,1,1,17
64881,1,43,Zimbabwe,168,7,3.720930233,0,1,1,1,15
64881,1,44,Zimbabwe,176,7,3.727272727,4,8,0,1,21
64881,1,45,Zimbabwe,176,7,3.644444444,4,0,0,1,13
64881,1,46,Zimbabwe,177,8,3.586956522,0,1,1,1,12
64881,1,47,Zimbabwe,178,9,3.531914894,1,1,1,1,11
64881,1,48,Zimbabwe,182,9,3.541666667,5,4,0,1,14
64881,1,49,Zimbabwe,183,10,3.501706485,0,1,1,1,7
64897,2,1,West Indies,4,0,3.6,3,4,0,0,4
64897,2,2,West Indies,7,0,2.727272727,5,3,0,0,7
64897,2,3,West Indies,10,1,2.470588235,2,3,2,0,10
64897,2,4,West Indies,11,2,2.0,1,1,0,0,11
64897,2,5,West Indies,16,2,2.6,6,5,0,0,16
64897,2,6,West Indies,19,2,2.666666667,9,3,0,0,15
64897,2,7,West Indies,21,3,2.571428571,1,2,1,1,14
64897,2,8,West Indies,23,4,2.5,2,2,1,1,13
64897,2,9,West Indies,25,4,2.444444444,4,2,0,1,14
64897,2,10,West Indies,31,4,2.8,10,6,0,1,15
64897,2,11,West Indies,38,4,3.181818182,17,7,0,1,19
64897,2,12,West Indies,39,5,3.0,0,1,1,1,18
64897,2,13,West Indies,43,5,3.076923077,4,4,0,1,20
64897,2,14,West Indies,51,5,3.428571429,12,8,0,1,26
64897,2,15,West Indies,53,5,3.333333333,14,2,0,1,22
64897,2,16,West Indies,57,5,3.375,18,4,0,1,19
64897,2,17,West Indies,64,5,3.588235294,25,7,0,1,25
64897,2,18,West Indies,68,5,3.611111111,29,4,0,1,25
64897,2,19,West Indies,73,6,3.684210526,2,5,1,1,22
64897,2,20,West Indies,77,6,3.7,6,4,0,1,24
64897,2,21,West Indies,78,7,3.571428571,0,1,1,1,21
64897,2,22,West Indies,84,7,3.681818182,6,6,0,1,20
64897,2,23,West Indies,92,7,3.869565217,14,8,0,1,24
64897,2,24,West Indies,96,8,3.875,1,4,1,1,23
64897,2,25,West Indies,101,8,3.92,6,5,0,1,24
64898,1,1,West Indies,2,0,2.0,2,2,0,0,2
64898,1,2,West Indies,9,0,4.363636364,8,7,0,0,9
64898,1,3,West Indies,11,0,3.176470588,9,2,0,0,11
64898,1,4,West Indies,15,1,3.25,4,4,1,0,15
64898,1,5,West Indies,18,2,3.103448276,0,3,1,0,18
64898,1,6,West Indies,23,2,3.257142857,4,6,0,0,22
64898,1,7,West Indies,26,2,3.142857143,7,2,0,0,17
64898,1,8,West Indies,27,2,2.875,8,1,0,0,16
64898,1,9,West Indies,30,2,2.888888889,11,3,0,0,15
64898,1,10,West Indies,36,2,3.2,17,6,0,0,18
64898,1,11,West Indies,43,2,3.545454545,24,7,0,0,19
64898,1,12,West Indies,47,2,3.549295775,27,5,0,0,22
64898,1,13,West Indies,52,2,3.615384615,32,4,0,0,25
64898,1,14,West Indies,56,2,3.642857143,36,4,0,0,26
64898,1,15,West Indies,63,2,3.866666667,43,7,0,0,27
64898,1,16,West Indies,65,3,3.75,0,2,1,0,22
64898,1,17,West Indies,71,3,3.882352941,6,6,0,0,23
64898,1,18,West Indies,83,3,4.333333333,18,12,0,0,31
64898,1,19,West Indies,89,3,4.421052632,24,6,0,0,33
64898,1,20,West Indies,95,5,4.5,2,6,2,1,32
64898,1,21,West Indies,99,5,4.476190476,6,4,0,1,34
64898,1,22,West Indies,104,6,4.5,2,5,1,1,33
64898,1,23,West Indies,107,6,4.434782609,5,3,0,1,24
64898,1,24,West Indies,113,6,4.5,11,6,0,1,24
64898,1,25,West Indies,118,7,4.52,0,5,1,1,23
64914,2,1,India,3,0,3.0,3,3,0,0,3
64914,2,2,India,4,0,1.636363636,3,1,0,0,4
64914,2,3,India,11,1,3.176470588,0,7,1,0,11
64914,2,4,India,12,1,2.5,1,1,0,0,12
64914,2,5,India,13,1,2.2,2,1,0,0,13
64914,2,6,India,13,1,1.833333333,2,0,0,0,10
64914,2,7,India,20,1,2.4,7,7,0,0,16
64914,2,8,India,26,1,2.086956522,7,6,0,0,15
64914,2,9,India,28,1,1.924528302,8,2,0,0,16
64914,2,10,India,30,1,1.728813559,8,2,0,0,17
64914,2,11,India,30,1,1.545454545,8,0,0,0,17
64914,2,12,India,36,1,1.916666667,14,6,0,0,16
64914,2,13,India,39,1,2.0,17,3,0,0,13
64914,2,14,India,40,2,1.928571429,0,1,1,0,12
64914,2,15,India,44,3,2.066666667,0,4,1,1,14
64914,2,16,India,47,3,2.125,3,3,0,1,17
64914,2,17,India,51,3,2.235294118,7,4,0,1,15
64914,2,18,India,53,3,2.222222222,9,2,0,1,14
64914,2,19,India,58,3,2.368421053,14,5,0,1,18
64914,2,20,India,65,3,2.571428571,20,7,0,1,21
64914,2,21,India,67,3,2.523809524,22,2,0,1,20
64914,2,22,India,69,3,2.5,24,2,0,1,18
64914,2,23,India,75,3,2.583941606,28,6,0,1,22
64914,2,24,India,75,3,2.458333333,28,0,0,1,17
64914,2,25,India,81,3,2.6,34,6,0,1,16
64914,2,26,India,89,3,2.766233766,40,15,0,1,29
64914,2,27,India,101,3,3.074074074,52,5,0,0,32
64914,2,28,India,105,3,3.107142857,56,4,0,0,30
64914,2,29,India,108,4,3.103448276,0,3,1,0,33
64914,2,30,India,111,4,3.1,3,3,0,0,30
64914,2,31,India,113,4,3.064516129,5,2,0,0,17
64914,2,32,India,115,4,3.03125,7,2,0,0,14
64914,2,33,India,121,4,3.106598985,12,10,0,0,20
64914,2,34,India,126,4,3.147058824,17,1,0,0,18
64914,2,35,India,131,4,3.2,22,5,0,0,20
64914,2,36,India,136,4,3.25,27,5,0,0,23
64914,2,37,India,138,4,3.216216216,29,2,0,0,23
64914,2,38,India,143,4,3.263157895,34,5,0,0,18
64914,2,39,India,147,5,3.244635193,2,4,1,0,21
64914,2,40,India,152,5,3.226890756,4,7,0,0,23
64914,2,41,India,158,6,3.268292683,2,4,1,0,22
64914,2,42,India,160,7,3.238095238,0,2,1,1,22
64914,2,43,India,168,7,3.348837209,8,8,0,1,25
64914,2,44,India,172,7,3.353612167,11,5,0,1,26
64914,2,45,India,181,7,3.457249071,19,9,0,1,28
64914,2,46,India,189,7,3.543478261,27,7,0,1,31
64914,2,47,India,196,7,3.617021277,34,7,0,0,36
64914,2,48,India,202,8,3.666666667,2,6,1,0,34
64914,2,49,India,218,8,3.918367347,18,16,0,0,45
64914,2,50,India,230,8,4.053511706,28,16,0,0,52
64923,2,1,Zimbabwe,1,0,1.0,1,1,0,0,1
64923,2,2,Zimbabwe,7,0,3.5,7,6,0,0,7
64923,2,3,Zimbabwe,12,1,3.882352941,0,5,1,0,12
64923,2,4,Zimbabwe,18,1,4.25,6,6,0,0,18
64923,2,5,Zimbabwe,24,1,4.6,12,6,0,0,24
64923,2,6,Zimbabwe,36,1,5.833333333,24,12,0,0,35
64923,2,7,Zimbabwe,47,1,6.571428571,35,11,0,0,40
64923,2,8,Zimbabwe,71,1,8.75,59,24,0,0,59
64923,2,9,Zimbabwe,76,1,7.924528302,59,5,0,0,58
64923,2,10,Zimbabwe,79,1,7.344827586,60,9,0,0,61
64923,2,11,Zimbabwe,89,1,7.363636364,70,4,0,0,53
64923,2,12,Zimbabwe,97,1,7.416666667,78,8,0,0,50
64923,2,13,Zimbabwe,108,1,7.636363636,87,12,0,0,38
64923,2,14,Zimbabwe,114,1,7.428571429,93,5,0,0,38
64923,2,15,Zimbabwe,119,1,7.266666667,98,5,0,0,34
64923,2,16,Zimbabwe,124,1,7.125,103,5,0,0,35
64923,2,17,Zimbabwe,129,1,7.0,108,5,0,0,32
64923,2,18,Zimbabwe,134,1,6.888888889,113,5,0,0,25
64923,2,19,Zimbabwe,140,1,6.842105263,119,6,0,0,26
64923,2,20,Zimbabwe,141,1,6.55,120,1,0,0,22
64923,2,21,Zimbabwe,154,1,6.857142857,133,13,0,0,30
64923,2,22,Zimbabwe,157,1,6.681818182,136,3,0,0,28
64923,2,23,Zimbabwe,159,1,6.47826087,138,2,0,0,25
64923,2,24,Zimbabwe,161,1,6.291666667,140,2,0,0,21
64923,2,25,Zimbabwe,161,2,6.04,0,0,1,0,20
64923,2,26,Zimbabwe,161,2,5.807692308,0,0,0,0,7
64923,2,27,Zimbabwe,168,2,5.851851852,7,7,0,0,11
64923,2,28,Zimbabwe,172,2,5.785714286,11,4,0,0,13
64923,2,29,Zimbabwe,177,2,5.75862069,16,5,0,0,16
64923,2,30,Zimbabwe,184,2,5.8,23,7,0,0,23
64923,2,31,Zimbabwe,196,2,6.0,35,12,0,0,35
64923,2,32,Zimbabwe,198,2,5.875,37,2,0,0,30
64923,2,33,Zimbabwe,202,2,5.818181818,41,4,0,0,30
65254,1,1,South Africa,1,0,0.0,0,1,0,0,1
65254,1,2,South Africa,3,0,1.0,2,2,0,0,3
65254,1,3,South Africa,4,1,1.0,1,1,1,0,4
65254,1,4,South Africa,5,1,1.0,2,1,0,0,5
65254,1,5,South Africa,5,1,0.8,2,0,0,0,5
65254,1,6,South Africa,12,1,1.371428571,6,7,0,0,11
65254,1,7,South Africa,14,1,1.2,6,2,0,0,11
65254,1,8,South Africa,19,2,1.404255319,3,5,1,0,15
65254,1,9,South Africa,21,3,1.444444444,0,2,1,1,16
65254,1,10,South Africa,26,3,1.8,5,5,0,1,21
65254,1,11,South Africa,29,3,1.909090909,8,3,0,1,17
65254,1,12,South Africa,32,3,1.885714286,9,4,0,1,19
65254,1,13,South Africa,33,4,1.692307692,0,0,1,1,14
65254,1,14,South Africa,33,5,1.571428571,0,0,1,1,12
65254,1,15,South Africa,35,5,1.5,0,3,0,1,10
65254,1,16,South Africa,38,5,1.452631579,1,2,0,1,9
65254,1,17,South Africa,43,5,1.647058824,6,5,0,1,10
65254,1,18,South Africa,47,5,1.777777778,10,4,0,1,14
65254,1,19,South Africa,49,5,1.752212389,11,2,0,1,16
65254,1,20,South Africa,56,5,2.0,18,7,0,1,20
65254,1,21,South Africa,56,6,1.904761905,0,0,1,1,18
65254,1,22,South Africa,61,6,1.923664122,2,5,0,1,18
65254,1,23,South Africa,67,6,2.058394161,7,6,0,1,20
65254,1,24,South Africa,69,6,2.041666667,9,2,0,1,20
65254,1,25,South Africa,70,6,2.0,10,1,0,1,14
65254,1,26,South Africa,75,6,2.115384615,15,5,0,1,19
65254,1,27,South Africa,77,6,2.111111111,17,2,0,1,16
65254,1,28,South Africa,79,6,2.107142857,19,2,0,1,12
65254,1,29,South Africa,82,6,2.137931034,22,3,0,1,13
65254,1,30,South Africa,86,6,2.17877095,25,5,0,1,17
